question,label
What are the symptoms of Adult-onset vitelliform macular dystrophy ?,symptoms
What causes Adult-onset vitelliform macular dystrophy ?,causes
Is Adult-onset vitelliform macular dystrophy inherited ?,information
What are the treatments for Adult-onset vitelliform macular dystrophy ?,treatment
"What is (are) Familial amyloidosis, Finnish type ?",information
"What are the symptoms of Familial amyloidosis, Finnish type ?",symptoms
What is (are) Chromosome 8q deletion ?,information
What is (are) Hemoglobin E disease ?,information
What are the symptoms of Hemoglobin E disease ?,symptoms
How to diagnose Hemoglobin E disease ?,tests
What are the treatments for Hemoglobin E disease ?,treatment
What is (are) Juvenile temporal arteritis ?,information
What is (are) Ring chromosome 20 ?,information
What are the treatments for Ring chromosome 20 ?,treatment
What are the symptoms of HELLP syndrome ?,symptoms
What causes HELLP syndrome ?,causes
What are the symptoms of Charcot-Marie-Tooth disease type 2D ?,symptoms
"What are the symptoms of Nevi flammei, familial multiple ?",symptoms
What is (are) Transient neonatal diabetes mellitus ?,information
What are the symptoms of Transient neonatal diabetes mellitus ?,symptoms
What is (are) Schwartz Jampel syndrome type 1 ?,information
What are the symptoms of Schwartz Jampel syndrome type 1 ?,symptoms
What causes Schwartz Jampel syndrome type 1 ?,causes
Is Schwartz Jampel syndrome type 1 inherited ?,information
How to diagnose Schwartz Jampel syndrome type 1 ?,tests
What are the treatments for Schwartz Jampel syndrome type 1 ?,treatment
What is (are) Pachyonychia congenita ?,information
What are the symptoms of Pachyonychia congenita ?,symptoms
What causes Pachyonychia congenita ?,causes
Is Pachyonychia congenita inherited ?,information
How to diagnose Pachyonychia congenita ?,tests
What are the treatments for Pachyonychia congenita ?,treatment
What is (are) Lipedema ?,information
What are the symptoms of Lipedema ?,symptoms
What causes Lipedema ?,causes
What are the treatments for Lipedema ?,treatment
What are the symptoms of Hairy elbows ?,symptoms
What is (are) Spondyloepiphyseal dysplasia Maroteaux type ?,information
What are the symptoms of Spondyloepiphyseal dysplasia Maroteaux type ?,symptoms
What are the symptoms of Spondylometaphyseal dysplasia with dentinogenesis imperfecta ?,symptoms
What is (are) Hereditary neuralgic amyotrophy ?,information
What are the symptoms of Hereditary neuralgic amyotrophy ?,symptoms
What are the symptoms of Paine syndrome ?,symptoms
What is (are) Isodicentric chromosome 15 syndrome ?,information
What is (are) Trismus-pseudocamptodactyly syndrome ?,information
What are the symptoms of Trismus-pseudocamptodactyly syndrome ?,symptoms
What are the treatments for Trismus-pseudocamptodactyly syndrome ?,treatment
What are the symptoms of Camptodactyly syndrome Guadalajara type 3 ?,symptoms
What is (are) Factor V Leiden thrombophilia ?,information
What are the symptoms of Factor V Leiden thrombophilia ?,symptoms
What causes Factor V Leiden thrombophilia ?,causes
Is Factor V Leiden thrombophilia inherited ?,information
How to diagnose Factor V Leiden thrombophilia ?,tests
What are the treatments for Factor V Leiden thrombophilia ?,treatment
What are the symptoms of Cleft hand absent tibia ?,symptoms
What is (are) Loeys-Dietz syndrome ?,information
What are the symptoms of Loeys-Dietz syndrome ?,symptoms
What is (are) Ovarian sex cord tumor with annular tubules ?,information
What causes Ovarian sex cord tumor with annular tubules ?,causes
What are the symptoms of Orofaciodigital syndrome 5 ?,symptoms
What is (are) Michels syndrome ?,information
What are the symptoms of Michels syndrome ?,symptoms
What are the symptoms of 8q12 microduplication syndrome ?,symptoms
What is (are) Chromosome 7q deletion ?,information
What is (are) Membranous nephropathy ?,information
What are the symptoms of Leri pleonosteosis ?,symptoms
What is (are) Renal nutcracker syndrome ?,information
What are the symptoms of Renal nutcracker syndrome ?,symptoms
Is Renal nutcracker syndrome inherited ?,information
How to diagnose Renal nutcracker syndrome ?,tests
What are the treatments for Renal nutcracker syndrome ?,treatment
"What are the symptoms of Familial erythrocytosis, 1 ?",symptoms
What is (are) Hereditary mucoepithelial dysplasia ?,information
What are the symptoms of Hereditary mucoepithelial dysplasia ?,symptoms
What is (are) Charcot-Marie-Tooth disease type 2F ?,information
What are the symptoms of Charcot-Marie-Tooth disease type 2F ?,symptoms
What causes Charcot-Marie-Tooth disease type 2F ?,causes
Is Charcot-Marie-Tooth disease type 2F inherited ?,information
How to diagnose Charcot-Marie-Tooth disease type 2F ?,tests
What are the treatments for Charcot-Marie-Tooth disease type 2F ?,treatment
What are the symptoms of Pachygyria with mental retardation and seizures ?,symptoms
What are the symptoms of Infundibulopelvic dysgenesis ?,symptoms
"What are the symptoms of Ossicular Malformations, familial ?",symptoms
What are the symptoms of STING-associated vasculopathy with onset in infancy ?,symptoms
What is (are) Metachromatic leukodystrophy ?,information
What are the symptoms of Metachromatic leukodystrophy ?,symptoms
Is Metachromatic leukodystrophy inherited ?,information
How to diagnose Metachromatic leukodystrophy ?,tests
What is (are) Pili torti ?,information
What are the symptoms of Pili torti ?,symptoms
What are the treatments for Pili torti ?,treatment
What are the symptoms of Tucker syndrome ?,symptoms
What are the symptoms of Martinez Monasterio Pinheiro syndrome ?,symptoms
"What are the symptoms of Rhizomelic dysplasia, scoliosis, and retinitis pigmentosa ?",symptoms
What is (are) Liddle syndrome ?,information
What are the symptoms of Liddle syndrome ?,symptoms
What causes Liddle syndrome ?,causes
Is Liddle syndrome inherited ?,information
How to diagnose Liddle syndrome ?,tests
What are the treatments for Liddle syndrome ?,treatment
What is (are) Hemangioendothelioma ?,information
What are the treatments for Hemangioendothelioma ?,treatment
What is (are) Fetal and neonatal alloimmune thrombocytopenia ?,information
What are the treatments for Fetal and neonatal alloimmune thrombocytopenia ?,treatment
What is (are) Congenital diaphragmatic hernia ?,information
What are the symptoms of Congenital diaphragmatic hernia ?,symptoms
What causes Congenital diaphragmatic hernia ?,causes
What is (are) Plasmablastic lymphoma ?,information
What is (are) Familial stomach cancer ?,information
What is (are) Neuronal ceroid lipofuscinosis ?,information
What are the symptoms of Neuronal ceroid lipofuscinosis ?,symptoms
What is (are) Oral lichen planus ?,information
What are the treatments for Oral lichen planus ?,treatment
What are the symptoms of PHAVER syndrome ?,symptoms
What is (are) Warm antibody hemolytic anemia ?,information
What are the symptoms of Warm antibody hemolytic anemia ?,symptoms
What are the symptoms of Hyperinsulinemic hypoglycemia familial 2 ?,symptoms
What are the symptoms of Seminoma ?,symptoms
What is (are) Juvenile-onset dystonia ?,information
What are the symptoms of Juvenile-onset dystonia ?,symptoms
What are the symptoms of Oto-palato-digital syndrome type 1 ?,symptoms
"What are the symptoms of Neuropathy, distal hereditary motor, Jerash type ?",symptoms
What are the symptoms of Macrocephaly-capillary malformation ?,symptoms
What is (are) Infectious arthritis ?,information
What is (are) Pilocytic astrocytoma ?,information
What are the symptoms of Pilocytic astrocytoma ?,symptoms
What causes Pilocytic astrocytoma ?,causes
Is Pilocytic astrocytoma inherited ?,information
What is (are) Sturge-Weber syndrome ?,information
What are the symptoms of Sturge-Weber syndrome ?,symptoms
What are the treatments for Sturge-Weber syndrome ?,treatment
What is (are) Multiple endocrine neoplasia type 1 ?,information
What are the symptoms of Multiple endocrine neoplasia type 1 ?,symptoms
What causes Multiple endocrine neoplasia type 1 ?,causes
Is Multiple endocrine neoplasia type 1 inherited ?,information
How to diagnose Multiple endocrine neoplasia type 1 ?,tests
What are the treatments for Multiple endocrine neoplasia type 1 ?,treatment
What is (are) Beare-Stevenson cutis gyrata syndrome ?,information
What are the symptoms of Beare-Stevenson cutis gyrata syndrome ?,symptoms
What are the symptoms of Retinal cone dystrophy 1 ?,symptoms
What are the symptoms of Johnston Aarons Schelley syndrome ?,symptoms
What is (are) Cerulean cataract ?,information
What are the symptoms of Cerulean cataract ?,symptoms
What are the treatments for Cerulean cataract ?,treatment
"What are the symptoms of Pancreatic cancer, childhood ?",symptoms
"What is (are) Ehlers-Danlos syndrome, progeroid type ?",information
"What are the symptoms of Ehlers-Danlos syndrome, progeroid type ?",symptoms
"What causes Ehlers-Danlos syndrome, progeroid type ?",causes
"Is Ehlers-Danlos syndrome, progeroid type inherited ?",information
"What are the treatments for Ehlers-Danlos syndrome, progeroid type ?",treatment
What is (are) Gray platelet syndrome ?,information
What are the symptoms of Gray platelet syndrome ?,symptoms
What are the treatments for Gray platelet syndrome ?,treatment
What are the symptoms of Episodic ataxia with nystagmus ?,symptoms
What is (are) Pterygium of the conjunctiva and cornea ?,information
What are the symptoms of Pterygium of the conjunctiva and cornea ?,symptoms
What is (are) Pearson syndrome ?,information
What are the symptoms of Pearson syndrome ?,symptoms
What is (are) Brown-Sequard syndrome ?,information
What are the treatments for Brown-Sequard syndrome ?,treatment
"What are the symptoms of Nail dysplasia, isolated congenital ?",symptoms
What are the symptoms of Pseudoprogeria syndrome ?,symptoms
What is (are) Neurofibromatosis ?,information
Is Neurofibromatosis inherited ?,information
What is (are) CHILD syndrome ?,information
What are the symptoms of CHILD syndrome ?,symptoms
What are the symptoms of Microcephaly brain defect spasticity hypernatremia ?,symptoms
What is (are) IBIDS syndrome ?,information
What are the symptoms of IBIDS syndrome ?,symptoms
Is IBIDS syndrome inherited ?,information
What are the treatments for IBIDS syndrome ?,treatment
What are the symptoms of Anemia due to Adenosine triphosphatase deficiency ?,symptoms
What are the symptoms of Isolated growth hormone deficiency type 3 ?,symptoms
What are the symptoms of Stomatocytosis I ?,symptoms
"What is (are) Muscular dystrophy, congenital, merosin-positive ?",information
"What are the symptoms of Muscular dystrophy, congenital, merosin-positive ?",symptoms
What is (are) Pseudopseudohypoparathyroidism ?,information
What are the symptoms of Pseudopseudohypoparathyroidism ?,symptoms
What are the symptoms of Treacher Collins syndrome 3 ?,symptoms
What is (are) Pityriasis lichenoides et varioliformis acuta ?,information
What are the symptoms of Pityriasis lichenoides et varioliformis acuta ?,symptoms
What causes Pityriasis lichenoides et varioliformis acuta ?,causes
How to diagnose Pityriasis lichenoides et varioliformis acuta ?,tests
What are the treatments for Pityriasis lichenoides et varioliformis acuta ?,treatment
What is (are) Konigsmark Knox Hussels syndrome ?,information
What are the symptoms of Konigsmark Knox Hussels syndrome ?,symptoms
What causes Konigsmark Knox Hussels syndrome ?,causes
How to diagnose Konigsmark Knox Hussels syndrome ?,tests
"What are the symptoms of Follicle-stimulating hormone deficiency, isolated ?",symptoms
What are the symptoms of Congenital ectodermal dysplasia with hearing loss ?,symptoms
What is (are) Prune belly syndrome ?,information
What are the symptoms of Prune belly syndrome ?,symptoms
What causes Prune belly syndrome ?,causes
What are the treatments for Prune belly syndrome ?,treatment
What is (are) Lung adenocarcinoma ?,information
What are the symptoms of Lung adenocarcinoma ?,symptoms
What are the symptoms of Congenital generalized lipodystrophy type 1 ?,symptoms
What is (are) Autosomal recessive hyper IgE syndrome ?,information
What are the symptoms of Autosomal recessive hyper IgE syndrome ?,symptoms
What are the symptoms of Ichthyosis alopecia eclabion ectropion mental retardation ?,symptoms
What are the symptoms of Erythroderma lethal congenital ?,symptoms
What is (are) Arts syndrome ?,information
What are the symptoms of Arts syndrome ?,symptoms
What causes Arts syndrome ?,causes
Is Arts syndrome inherited ?,information
What is (are) Fibrolamellar carcinoma ?,information
What are the symptoms of Fibrolamellar carcinoma ?,symptoms
What causes Fibrolamellar carcinoma ?,causes
How to diagnose Fibrolamellar carcinoma ?,tests
What are the treatments for Fibrolamellar carcinoma ?,treatment
"What are the symptoms of Leigh syndrome, French Canadian type ?",symptoms
What are the symptoms of Kenny-Caffey syndrome type 1 ?,symptoms
What are the symptoms of Vertebral fusion posterior lumbosacral blepharoptosis ?,symptoms
What is (are) Split hand split foot nystagmus ?,information
What are the symptoms of Split hand split foot nystagmus ?,symptoms
Is Split hand split foot nystagmus inherited ?,information
What are the symptoms of Beardwell syndrome ?,symptoms
What is (are) Congenital deafness with vitiligo and achalasia ?,information
What are the symptoms of Congenital deafness with vitiligo and achalasia ?,symptoms
What are the symptoms of Camptodactyly arthropathy coxa vara pericarditis syndrome ?,symptoms
What is (are) Situs inversus ?,information
What are the symptoms of Situs inversus ?,symptoms
Is Situs inversus inherited ?,information
How to diagnose Situs inversus ?,tests
What are the treatments for Situs inversus ?,treatment
What are the symptoms of Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy ?,symptoms
"What are the symptoms of Myelocytic leukemia-like syndrome, familial, chronic ?",symptoms
"What are the symptoms of Tremor hereditary essential, 2 ?",symptoms
What is (are) Pyridoxine-dependent epilepsy ?,information
What are the symptoms of Pyridoxine-dependent epilepsy ?,symptoms
What causes Pyridoxine-dependent epilepsy ?,causes
What are the treatments for Pyridoxine-dependent epilepsy ?,treatment
What is (are) Ankylosing spondylitis ?,information
What are the symptoms of Ankylosing spondylitis ?,symptoms
Is Ankylosing spondylitis inherited ?,information
What are the treatments for Ankylosing spondylitis ?,treatment
What are the symptoms of Cone-rod dystrophy 6 ?,symptoms
What are the symptoms of Mucopolysaccharidosis type VI ?,symptoms
What is (are) Wolman disease ?,information
What are the symptoms of Wolman disease ?,symptoms
What are the treatments for Wolman disease ?,treatment
What is (are) Idiopathic neutropenia ?,information
What are the symptoms of Idiopathic neutropenia ?,symptoms
What are the symptoms of Ectrodactyly and ectodermal dysplasia without cleft lip/palate ?,symptoms
What are the symptoms of Cleidorhizomelic syndrome ?,symptoms
What are the symptoms of Spermatogenesis arrest ?,symptoms
What are the symptoms of IVIC syndrome ?,symptoms
What is (are) Wandering spleen ?,information
What are the treatments for Wandering spleen ?,treatment
"What are the symptoms of Ichthyosis hystrix, Curth Macklin type ?",symptoms
What is (are) Silicosis ?,information
What are the symptoms of Silicosis ?,symptoms
What causes Silicosis ?,causes
What is (are) Aicardi-Goutieres syndrome type 4 ?,information
What are the symptoms of Aicardi-Goutieres syndrome type 4 ?,symptoms
What is (are) Ulcerative proctitis ?,information
What are the symptoms of Striatonigral degeneration infantile ?,symptoms
What are the symptoms of Glycosylphosphatidylinositol deficiency ?,symptoms
What is (are) Leukoplakia ?,information
What are the symptoms of Leukoplakia ?,symptoms
What are the treatments for Leukoplakia ?,treatment
"What are the symptoms of Dwarfism, mental retardation and eye abnormality ?",symptoms
What are the symptoms of Neuhauser Eichner Opitz syndrome ?,symptoms
What is (are) Eosinophilic fasciitis ?,information
What are the symptoms of Eosinophilic fasciitis ?,symptoms
What are the treatments for Eosinophilic fasciitis ?,treatment
What is (are) Oculocutaneous albinism ?,information
What are the symptoms of Oculocutaneous albinism ?,symptoms
What are the treatments for Oculocutaneous albinism ?,treatment
What are the symptoms of Renal tubular dysgenesis ?,symptoms
What is (are) Polycystic liver disease ?,information
What are the symptoms of Polycystic liver disease ?,symptoms
"What are the symptoms of Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis ?",symptoms
What is (are) CDKL5-related disorder ?,information
What are the symptoms of Brachydactyly type A1 ?,symptoms
What is (are) Spinocerebellar ataxia 2 ?,information
What are the symptoms of Spinocerebellar ataxia 2 ?,symptoms
Is Spinocerebellar ataxia 2 inherited ?,information
How to diagnose Spinocerebellar ataxia 2 ?,tests
What are the treatments for Spinocerebellar ataxia 2 ?,treatment
What are the symptoms of Ulna hypoplasia with mental retardation ?,symptoms
What is (are) Pallister-Killian mosaic syndrome ?,information
What are the symptoms of Pallister-Killian mosaic syndrome ?,symptoms
What is (are) Punctate inner choroidopathy ?,information
What are the symptoms of Anterior polar cataract 2 ?,symptoms
What are the symptoms of Hypochromic microcytic anemia with iron overload ?,symptoms
What is (are) Muscle eye brain disease ?,information
What are the symptoms of Muscle eye brain disease ?,symptoms
What causes Muscle eye brain disease ?,causes
What are the symptoms of Autosomal dominant intermediate Charcot-Marie-Tooth disease type E ?,symptoms
What are the symptoms of Ectrodactyly cleft palate syndrome ?,symptoms
What is (are) Malignant eccrine spiradenoma ?,information
What are the treatments for Malignant eccrine spiradenoma ?,treatment
What is (are) L-arginine:glycine amidinotransferase deficiency ?,information
What are the symptoms of L-arginine:glycine amidinotransferase deficiency ?,symptoms
What is (are) Microhydranencephaly ?,information
What are the symptoms of Microhydranencephaly ?,symptoms
What causes Microhydranencephaly ?,causes
Is Microhydranencephaly inherited ?,information
How to diagnose Microhydranencephaly ?,tests
What are the symptoms of Punctate palmoplantar keratoderma type 2 ?,symptoms
"What are the symptoms of Lipodystrophy, familial partial, type 2 ?",symptoms
What is (are) Schwannomatosis ?,information
What are the symptoms of Schwannomatosis ?,symptoms
What causes Schwannomatosis ?,causes
Is Schwannomatosis inherited ?,information
How to diagnose Schwannomatosis ?,tests
What are the treatments for Schwannomatosis ?,treatment
"What is (are) Usher syndrome, type 1B ?",information
"What are the symptoms of Usher syndrome, type 1B ?",symptoms
"Is Usher syndrome, type 1B inherited ?",information
What is (are) Split hand split foot malformation autosomal recessive ?,information
What are the symptoms of Woodhouse Sakati syndrome ?,symptoms
What is (are) Catamenial pneumothorax ?,information
What are the symptoms of Catamenial pneumothorax ?,symptoms
What causes Catamenial pneumothorax ?,causes
How to diagnose Catamenial pneumothorax ?,tests
What are the treatments for Catamenial pneumothorax ?,treatment
What is (are) Peyronie disease ?,information
What are the symptoms of Peyronie disease ?,symptoms
What are the symptoms of Juberg Marsidi syndrome ?,symptoms
What is (are) Congenital mirror movement disorder ?,information
What are the symptoms of Congenital mirror movement disorder ?,symptoms
What is (are) Partington syndrome ?,information
What are the symptoms of Partington syndrome ?,symptoms
What causes Partington syndrome ?,causes
Is Partington syndrome inherited ?,information
What are the treatments for Partington syndrome ?,treatment
What is (are) Aplasia cutis congenita ?,information
What are the symptoms of Aplasia cutis congenita ?,symptoms
What causes Aplasia cutis congenita ?,causes
What are the treatments for Aplasia cutis congenita ?,treatment
What is (are) Congenital lobar emphysema ?,information
What are the symptoms of Congenital lobar emphysema ?,symptoms
What are the symptoms of Congenital dyserythropoietic anemia type 3 ?,symptoms
What is (are) Glycogen storage disease type 7 ?,information
What are the symptoms of Glycogen storage disease type 7 ?,symptoms
What is (are) Systemic scleroderma ?,information
What are the symptoms of Systemic scleroderma ?,symptoms
What causes Systemic scleroderma ?,causes
Is Systemic scleroderma inherited ?,information
How to diagnose Systemic scleroderma ?,tests
What is (are) Spinocerebellar ataxia 11 ?,information
What are the symptoms of Spinocerebellar ataxia 11 ?,symptoms
Is Spinocerebellar ataxia 11 inherited ?,information
What are the symptoms of Stratton-Garcia-Young syndrome ?,symptoms
What is (are) Aicardi-Goutieres syndrome type 3 ?,information
What are the symptoms of Aicardi-Goutieres syndrome type 3 ?,symptoms
"What is (are) Ehlers-Danlos syndrome, vascular type ?",information
"What are the symptoms of Ehlers-Danlos syndrome, vascular type ?",symptoms
"What causes Ehlers-Danlos syndrome, vascular type ?",causes
"Is Ehlers-Danlos syndrome, vascular type inherited ?",information
"How to diagnose Ehlers-Danlos syndrome, vascular type ?",tests
"What are the treatments for Ehlers-Danlos syndrome, vascular type ?",treatment
What is (are) Asthma ?,information
What are the symptoms of Asthma ?,symptoms
"What is (are) Autosomal recessive optic atrophy, hearing loss, and peripheral neuropathy ?",information
"What are the symptoms of Autosomal recessive optic atrophy, hearing loss, and peripheral neuropathy ?",symptoms
What is (are) Keutel syndrome ?,information
What are the symptoms of Keutel syndrome ?,symptoms
"What are the symptoms of Male pseudohermaphroditism intellectual disability syndrome, Verloes type ?",symptoms
What is (are) Neurofibroma ?,information
What are the symptoms of Rhizomelic chondrodysplasia punctata type 3 ?,symptoms
What are the symptoms of Crome syndrome ?,symptoms
What is (are) Juvenile myoclonic epilepsy ?,information
What causes Juvenile myoclonic epilepsy ?,causes
Is Juvenile myoclonic epilepsy inherited ?,information
What are the treatments for Juvenile myoclonic epilepsy ?,treatment
What is (are) Tularemia ?,information
What are the symptoms of Tularemia ?,symptoms
What causes Tularemia ?,causes
What are the treatments for Tularemia ?,treatment
What is (are) Chromosome 6p deletion ?,information
What are the symptoms of Baraitser Brett Piesowicz syndrome ?,symptoms
What is (are) Frontotemporal dementia ?,information
What are the symptoms of Frontotemporal dementia ?,symptoms
What are the symptoms of Dyskeratosis congenita autosomal dominant ?,symptoms
What is (are) Collagenous colitis ?,information
What are the symptoms of Collagenous colitis ?,symptoms
What are the treatments for Collagenous colitis ?,treatment
What are the symptoms of Spinocerebellar ataxia 12 ?,symptoms
What is (are) Hypersensitivity vasculitis ?,information
What are the symptoms of Hypersensitivity vasculitis ?,symptoms
What are the symptoms of Spinocerebellar ataxia 20 ?,symptoms
What are the symptoms of Facial ectodermal dysplasia ?,symptoms
What are the symptoms of Renal dysplasia megalocystis sirenomelia ?,symptoms
What are the symptoms of Fuhrmann syndrome ?,symptoms
What are the symptoms of Tricho-dento-osseous syndrome 1 ?,symptoms
What are the symptoms of 8p23.1 duplication syndrome ?,symptoms
What is (are) Chiari malformation type 1 ?,information
What are the symptoms of Chiari malformation type 1 ?,symptoms
What causes Chiari malformation type 1 ?,causes
What are the treatments for Chiari malformation type 1 ?,treatment
What is (are) Oculopharyngeal muscular dystrophy ?,information
What are the symptoms of Oculopharyngeal muscular dystrophy ?,symptoms
What causes Oculopharyngeal muscular dystrophy ?,causes
Is Oculopharyngeal muscular dystrophy inherited ?,information
How to diagnose Oculopharyngeal muscular dystrophy ?,tests
What are the treatments for Oculopharyngeal muscular dystrophy ?,treatment
What is (are) Proud syndrome ?,information
What are the symptoms of Proud syndrome ?,symptoms
What causes Proud syndrome ?,causes
Is Proud syndrome inherited ?,information
What are the treatments for Proud syndrome ?,treatment
What are the symptoms of Frias syndrome ?,symptoms
What is (are) Congenital anosmia ?,information
What are the symptoms of Congenital anosmia ?,symptoms
What causes Congenital anosmia ?,causes
Is Congenital anosmia inherited ?,information
How to diagnose Congenital anosmia ?,tests
What are the treatments for Congenital anosmia ?,treatment
What is (are) Alpha-1 antitrypsin deficiency ?,information
What are the symptoms of Alpha-1 antitrypsin deficiency ?,symptoms
What causes Alpha-1 antitrypsin deficiency ?,causes
How to diagnose Alpha-1 antitrypsin deficiency ?,tests
What are the treatments for Alpha-1 antitrypsin deficiency ?,treatment
What is (are) Chronic intestinal pseudoobstruction ?,information
What are the symptoms of Chronic intestinal pseudoobstruction ?,symptoms
What is (are) Hypotrichosis-lymphedema-telangiectasia syndrome ?,information
What are the symptoms of Hypotrichosis-lymphedema-telangiectasia syndrome ?,symptoms
What are the symptoms of Male pseudohermaphroditism due to defective LH molecule ?,symptoms
What are the symptoms of Microcephaly-albinism-digital anomalies syndrome ?,symptoms
What is (are) Waardenburg syndrome ?,information
What are the symptoms of Waardenburg syndrome ?,symptoms
How to diagnose Waardenburg syndrome ?,tests
What is (are) ADNP syndrome ?,information
What are the symptoms of ADNP syndrome ?,symptoms
What is (are) Marshall-Smith syndrome ?,information
What are the symptoms of Marshall-Smith syndrome ?,symptoms
What is (are) Histiocytosis-lymphadenopathy plus syndrome ?,information
What are the symptoms of Histiocytosis-lymphadenopathy plus syndrome ?,symptoms
What are the symptoms of Acatalasemia ?,symptoms
What is (are) Chronic hiccups ?,information
What are the symptoms of Chronic hiccups ?,symptoms
What causes Chronic hiccups ?,causes
Is Chronic hiccups inherited ?,information
How to diagnose Chronic hiccups ?,tests
What are the treatments for Chronic hiccups ?,treatment
What are the symptoms of Deafness with labyrinthine aplasia microtia and microdontia (LAMM) ?,symptoms
"What are the symptoms of Acromegaloid changes, cutis verticis gyrata and corneal leukoma ?",symptoms
What is (are) Noonan syndrome 3 ?,information
What are the symptoms of Noonan syndrome 3 ?,symptoms
What are the treatments for Noonan syndrome 3 ?,treatment
What are the symptoms of Costocoracoid ligament congenitally short ?,symptoms
What is (are) Chromosome 5q deletion ?,information
What are the symptoms of Wilson-Turner syndrome ?,symptoms
What is (are) Multiple epiphyseal dysplasia ?,information
What are the symptoms of Multiple epiphyseal dysplasia ?,symptoms
Is Multiple epiphyseal dysplasia inherited ?,information
What is (are) Idiopathic inflammatory myopathy ?,information
What are the symptoms of Idiopathic inflammatory myopathy ?,symptoms
What is (are) Split hand foot malformation ?,information
What are the symptoms of Split hand foot malformation ?,symptoms
What causes Split hand foot malformation ?,causes
What is (are) Congenital dyserythropoietic anemia type 2 ?,information
What are the symptoms of Congenital dyserythropoietic anemia type 2 ?,symptoms
What are the treatments for Congenital dyserythropoietic anemia type 2 ?,treatment
What are the symptoms of Rhabdomyosarcoma alveolar ?,symptoms
What is (are) Congenital contractural arachnodactyly ?,information
What are the symptoms of Congenital contractural arachnodactyly ?,symptoms
What causes Congenital contractural arachnodactyly ?,causes
Is Congenital contractural arachnodactyly inherited ?,information
What are the treatments for Congenital contractural arachnodactyly ?,treatment
What are the symptoms of Pellagra like syndrome ?,symptoms
What are the symptoms of Fraser like syndrome ?,symptoms
What is (are) Geroderma osteodysplastica ?,information
What are the symptoms of Geroderma osteodysplastica ?,symptoms
What are the symptoms of Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia ?,symptoms
What are the symptoms of Hypohidrotic ectodermal dysplasia with immune deficiency ?,symptoms
What are the symptoms of Dystonia 11 ?,symptoms
"What are the symptoms of Microcephaly, holoprosencephaly, and intrauterine growth retardation ?",symptoms
What are the symptoms of Radio-ulnar synostosis type 2 ?,symptoms
What is (are) Pulmonary vein stenosis ?,information
What are the symptoms of Pulmonary vein stenosis ?,symptoms
What is (are) Kuskokwim disease ?,information
What are the symptoms of Kuskokwim disease ?,symptoms
What are the treatments for Kuskokwim disease ?,treatment
What is (are) Beta-thalassemia ?,information
What are the symptoms of Beta-thalassemia ?,symptoms
Is Beta-thalassemia inherited ?,information
What are the symptoms of Leucine-sensitive hypoglycemia of infancy ?,symptoms
What is (are) Logopenic progressive aphasia ?,information
What are the treatments for Logopenic progressive aphasia ?,treatment
What are the symptoms of Duodenal atresia ?,symptoms
What are the symptoms of Amyotonia congenita ?,symptoms
What is (are) Lymphedema-distichiasis syndrome ?,information
What are the symptoms of Lymphedema-distichiasis syndrome ?,symptoms
"What are the symptoms of Neuropathy, congenital, with arthrogryposis multiplex ?",symptoms
What is (are) Hemophilia B ?,information
What are the symptoms of Hemophilia B ?,symptoms
"What are the symptoms of Arthrogryposis, distal, with hypopituitarism, intellectual disability and facial anomalies ?",symptoms
What are the symptoms of Kozlowski Celermajer Tink syndrome ?,symptoms
What are the symptoms of Spinocerebellar ataxia 34 ?,symptoms
What is (are) Myofibrillar myopathy ?,information
What are the symptoms of Myofibrillar myopathy ?,symptoms
What are the symptoms of Pyruvate decarboxylase deficiency ?,symptoms
"What are the symptoms of Rippling muscle disease, 1 ?",symptoms
What is (are) Chromosome 2q deletion ?,information
What are the symptoms of Herrmann syndrome ?,symptoms
What are the symptoms of Richieri Costa Da Silva syndrome ?,symptoms
What is (are) Myocarditis ?,information
What is (are) Abdominal aortic aneurysm ?,information
What are the symptoms of Abdominal aortic aneurysm ?,symptoms
Is Abdominal aortic aneurysm inherited ?,information
What is (are) Limb-girdle muscular dystrophy type 2A ?,information
What are the symptoms of Limb-girdle muscular dystrophy type 2A ?,symptoms
What is (are) Porokeratosis of Mibelli ?,information
What are the symptoms of Porokeratosis of Mibelli ?,symptoms
What are the treatments for Porokeratosis of Mibelli ?,treatment
What is (are) Mantle cell lymphoma ?,information
What are the symptoms of Mantle cell lymphoma ?,symptoms
What causes Mantle cell lymphoma ?,causes
How to diagnose Mantle cell lymphoma ?,tests
What are the treatments for Mantle cell lymphoma ?,treatment
What is (are) Linear porokeratosis ?,information
What are the treatments for Linear porokeratosis ?,treatment
What is (are) 1q21.1 microdeletion syndrome ?,information
What are the symptoms of 1q21.1 microdeletion syndrome ?,symptoms
What are the symptoms of Chudley-Mccullough syndrome ?,symptoms
"What is (are) Erythema nodosum, idiopathic ?",information
"What are the symptoms of Deafness, X-linked 2 ?",symptoms
What is (are) Epithelial basement membrane corneal dystrophy ?,information
What are the symptoms of Epithelial basement membrane corneal dystrophy ?,symptoms
What are the treatments for Epithelial basement membrane corneal dystrophy ?,treatment
What are the symptoms of Histidinemia ?,symptoms
What is (are) Basilar migraine ?,information
What are the symptoms of Basilar migraine ?,symptoms
What causes Basilar migraine ?,causes
Is Basilar migraine inherited ?,information
